"","LatBand","Year","SampleID","Species","Abundance"
"493",56.5,1995,"56.2333_-8.3833","Argentina sphyraena",47
"494",56.5,1995,"56.3667_-6.8167","Argentina sphyraena",1
"495",56.5,1995,"56.4833_-7.5167","Argentina sphyraena",6
"496",57,1995,"56.6167_-8.4","Argentina sphyraena",7
"497",57,1995,"56.6167_-7.35","Argentina sphyraena",15
"498",57.5,1995,"57.1667_-6.9667","Argentina sphyraena",2
"499",57.5,1995,"57.2333_-8.4667","Argentina sphyraena",13
"500",58,1995,"57.5833_-8.5","Argentina sphyraena",32
"501",58,1995,"57.6167_-9.1","Argentina sphyraena",390
"502",58.5,1995,"58.0167_-9.0667","Argentina sphyraena",138
"503",58.5,1995,"58.05_-8.8167","Argentina sphyraena",240
"504",55.5,1996,"55.3_-5.1667","Argentina sphyraena",5
"505",55.5,1996,"55.45_-7.4833","Argentina sphyraena",1
"506",56,1996,"55.7833_-9.0167","Argentina sphyraena",52
"507",56,1996,"55.8333_-7.7667","Argentina sphyraena",30
"508",56.5,1996,"56.1833_-9.1","Argentina sphyraena",38
"509",56.5,1996,"56.3667_-8.5167","Argentina sphyraena",58
"510",57,1996,"56.5833_-7.4667","Argentina sphyraena",37
"511",57,1996,"56.6_-8.4167","Argentina sphyraena",9
"512",57,1996,"56.75_-9.0167","Argentina sphyraena",6
"513",57,1996,"56.8_-6.8333","Argentina sphyraena",2
"514",57.5,1996,"57.0833_-7.0333","Argentina sphyraena",1
"515",57.5,1996,"57.2333_-8.45","Argentina sphyraena",13
"516",58,1996,"57.6333_-8.5167","Argentina sphyraena",21
"517",58,1996,"57.7333_-9.0833","Argentina sphyraena",54
"518",58,1996,"57.9667_-6.2333","Argentina sphyraena",2
"519",58,1996,"58_-5.7833","Argentina sphyraena",2
"520",58.5,1996,"58.0333_-8.8666","Argentina sphyraena",160
"521",58.5,1996,"58.0667_-9.0167","Argentina sphyraena",376
"522",58.5,1996,"58.2667_-7.3667","Argentina sphyraena",1
"523",58.5,1996,"58.35_-5.9833","Argentina sphyraena",3
"524",58.5,1996,"58.3833_-5.6167","Argentina sphyraena",1
"525",59,1996,"58.5167_-8.0167","Argentina sphyraena",22
"526",59,1996,"58.7_-7.1833","Argentina sphyraena",5
"527",59,1996,"58.8333_-6.7833","Argentina sphyraena",20
"528",59,1996,"59_-6.8833","Argentina sphyraena",41
"529",59.5,1996,"59.2167_-4.15","Argentina sphyraena",3
"530",59.5,1996,"59.35_-5.2","Argentina sphyraena",8
"532",55.5,1997,"55.3_-5.1667","Argentina sphyraena",7
"533",55.5,1997,"55.3667_-8.45","Argentina sphyraena",8
"534",55.5,1997,"55.4333_-9.1833","Argentina sphyraena",4
"535",55.5,1997,"55.45_-4.7833","Argentina sphyraena",2
"536",56,1997,"55.8333_-8.3667","Argentina sphyraena",24
"537",56,1997,"55.8333_-7.75","Argentina sphyraena",18
"538",56,1997,"55.9167_-6.7","Argentina sphyraena",1
"539",56.5,1997,"56.15_-9.1","Argentina sphyraena",348
"540",56.5,1997,"56.2167_-7.2167","Argentina sphyraena",3
"541",56.5,1997,"56.35_-8.5","Argentina sphyraena",17
"542",56.5,1997,"56.4333_-6.7","Argentina sphyraena",50
"543",57,1997,"56.5833_-7.4333","Argentina sphyraena",40
"544",57,1997,"56.6_-8.4167","Argentina sphyraena",163
"545",57,1997,"56.7667_-6.9167","Argentina sphyraena",22
"546",57.5,1997,"57.1167_-7.0333","Argentina sphyraena",2
"547",57.5,1997,"57.2333_-8.4667","Argentina sphyraena",28
"548",58,1997,"57.6167_-9.1","Argentina sphyraena",294
"549",58,1997,"57.7333_-5.9667","Argentina sphyraena",1
"550",58,1997,"58_-5.7833","Argentina sphyraena",1
"551",58.5,1997,"58.0125_-9.0697","Argentina sphyraena",149
"552",58.5,1997,"58.0167_-8.85","Argentina sphyraena",261
"553",58.5,1997,"58.2_-7.3167","Argentina sphyraena",4
"554",58.5,1997,"58.2667_-6","Argentina sphyraena",2
"555",58.5,1997,"58.3833_-5.7167","Argentina sphyraena",5
"556",58.5,1997,"58.4167_-6.0333","Argentina sphyraena",2
"557",59,1997,"58.6_-5.6","Argentina sphyraena",2
"558",59,1997,"58.8_-6.9","Argentina sphyraena",34
"559",59,1997,"59_-6.8667","Argentina sphyraena",58
"560",59.5,1997,"59.3333_-5.0333","Argentina sphyraena",252
"565",55.5,1998,"55.2833_-5.1833","Argentina sphyraena",3
"566",55.5,1998,"55.3167_-8.4833","Argentina sphyraena",2
"567",56,1998,"55.8167_-8.2333","Argentina sphyraena",48
"568",56,1998,"55.8167_-7.65","Argentina sphyraena",102
"569",56.5,1998,"56.1667_-9.1","Argentina sphyraena",6342
"570",56.5,1998,"56.3167_-8.4333","Argentina sphyraena",144
"571",56.5,1998,"56.3667_-6.8","Argentina sphyraena",2
"572",56.5,1998,"56.45_-7.45","Argentina sphyraena",8
"573",57,1998,"56.6_-8.4167","Argentina sphyraena",2
"574",57,1998,"56.6_-7.3667","Argentina sphyraena",18
"575",57,1998,"56.75_-9.0167","Argentina sphyraena",6
"576",57,1998,"56.7833_-6.9","Argentina sphyraena",5
"577",57.5,1998,"57.1667_-6.9833","Argentina sphyraena",5
"578",58,1998,"57.6167_-9.0833","Argentina sphyraena",50
"579",58.5,1998,"58.0167_-9.05","Argentina sphyraena",270
"580",58.5,1998,"58.0167_-8.8667","Argentina sphyraena",376
"581",58.5,1998,"58.35_-5.9833","Argentina sphyraena",2
"582",58.5,1998,"58.3667_-5.7333","Argentina sphyraena",7
"583",59,1998,"58.7833_-6.15","Argentina sphyraena",6
"584",59,1998,"59_-6.85","Argentina sphyraena",174
"585",59.5,1998,"59.2167_-4.1667","Argentina sphyraena",6
"586",59.5,1998,"59.3333_-5.2167","Argentina sphyraena",28
"590",55.5,1999,"55.2667_-5.1833","Argentina sphyraena",2
"591",55.5,1999,"55.4333_-9.2","Argentina sphyraena",30
"592",56,1999,"55.8167_-7.7","Argentina sphyraena",10
"593",56.5,1999,"56.2167_-9.1167","Argentina sphyraena",54
"594",56.5,1999,"56.3167_-8.4333","Argentina sphyraena",12
"595",56.5,1999,"56.4833_-7.4833","Argentina sphyraena",6
"596",57,1999,"56.6_-8.4833","Argentina sphyraena",12
"597",57,1999,"56.6167_-7.35","Argentina sphyraena",18
"598",57,1999,"56.7833_-6.9167","Argentina sphyraena",8
"599",58,1999,"57.6167_-9.1","Argentina sphyraena",222
"600",58,1999,"57.9667_-6.2167","Argentina sphyraena",2
"601",58,1999,"58_-8.8667","Argentina sphyraena",1288
"602",58.5,1999,"58.05_-9.0167","Argentina sphyraena",110
"603",58.5,1999,"58.05_-5.75","Argentina sphyraena",2
"604",58.5,1999,"58.3_-5.9833","Argentina sphyraena",2
"605",58.5,1999,"58.3833_-5.6333","Argentina sphyraena",4
"606",58.5,1999,"58.5_-8.1","Argentina sphyraena",4
"607",59,1999,"58.8_-6.2","Argentina sphyraena",4
"608",59.5,1999,"59.05_-6.75","Argentina sphyraena",56
"609",59.5,1999,"59.2167_-4.05","Argentina sphyraena",10
"610",59.5,1999,"59.3333_-5.0833","Argentina sphyraena",20
"615",55.5,2000,"55.2667_-5.1833","Argentina sphyraena",2
"616",56,2000,"55.8167_-8.2667","Argentina sphyraena",101
"617",56,2000,"55.8167_-7.7333","Argentina sphyraena",32
"618",56.5,2000,"56.2167_-9.1167","Argentina sphyraena",96
"619",56.5,2000,"56.3167_-8.45","Argentina sphyraena",120
"620",57,2000,"56.6167_-8.3833","Argentina sphyraena",12
"621",57,2000,"56.6167_-7.3667","Argentina sphyraena",30
"622",57,2000,"56.7833_-6.9","Argentina sphyraena",14
"623",57.5,2000,"57.2333_-8.45","Argentina sphyraena",16
"624",58,2000,"57.5667_-8.5","Argentina sphyraena",78
"625",58,2000,"57.65_-9.0833","Argentina sphyraena",322
"626",58.5,2000,"58.0167_-8.85","Argentina sphyraena",166
"627",58.5,2000,"58.0333_-9.0167","Argentina sphyraena",432
"628",58.5,2000,"58.3833_-5.6833","Argentina sphyraena",2
"629",58.5,2000,"58.4_-6","Argentina sphyraena",2
"630",58.5,2000,"58.4_-5.6333","Argentina sphyraena",2
"631",59,2000,"58.5167_-8.0167","Argentina sphyraena",6
"632",59,2000,"58.6333_-7.2833","Argentina sphyraena",8
"633",59,2000,"58.7167_-4.3333","Argentina sphyraena",2
"634",59.5,2000,"59.0167_-6.8167","Argentina sphyraena",82
"635",59.5,2000,"59.2167_-4.05","Argentina sphyraena",4
"636",59.5,2000,"59.3333_-5.1167","Argentina sphyraena",342
"638",55.5,2001,"55.465_-9.2428","Argentina sphyraena",80
"639",56,2001,"55.8238_-8.2635","Argentina sphyraena",106
"640",56,2001,"55.8252_-9.009","Argentina sphyraena",58
"641",56,2001,"55.8357_-7.77","Argentina sphyraena",104
"642",56,2001,"55.9108_-6.718","Argentina sphyraena",6
"643",56.5,2001,"56.1902_-9.108","Argentina sphyraena",148
"644",56.5,2001,"56.3492_-8.4942","Argentina sphyraena",122
"645",56.5,2001,"56.4465_-7.4522","Argentina sphyraena",18
"646",57,2001,"56.6043_-7.392","Argentina sphyraena",54
"647",57,2001,"56.7303_-8.9972","Argentina sphyraena",123
"648",57,2001,"56.765_-6.936","Argentina sphyraena",12
"649",57.5,2001,"57.0973_-6.9695","Argentina sphyraena",4
"650",57.5,2001,"57.2945_-8.4655","Argentina sphyraena",8
"651",58,2001,"57.601_-8.502","Argentina sphyraena",32
"652",58,2001,"57.6947_-9.0947","Argentina sphyraena",140
"653",58,2001,"57.9213_-6.1945","Argentina sphyraena",6
"654",58.5,2001,"58.0675_-9.0213","Argentina sphyraena",826
"655",58.5,2001,"58.0717_-8.8242","Argentina sphyraena",212
"656",58.5,2001,"58.3878_-5.6693","Argentina sphyraena",12
"657",58.5,2001,"58.4107_-6.0065","Argentina sphyraena",2
"658",59,2001,"58.5227_-8.0418","Argentina sphyraena",6
"659",59,2001,"58.6357_-7.2938","Argentina sphyraena",4
"660",59,2001,"58.7858_-6.1443","Argentina sphyraena",4
"661",59.5,2001,"59.0358_-6.8007","Argentina sphyraena",16
"662",59.5,2001,"59.2287_-4.0593","Argentina sphyraena",20
"663",59.5,2001,"59.3435_-5.1167","Argentina sphyraena",132
"665",56,2002,"55.8217_-8.2595","Argentina sphyraena",514
"666",56,2002,"55.8225_-7.677","Argentina sphyraena",88
"667",56.5,2002,"56.1727_-9.1008","Argentina sphyraena",412
"668",56.5,2002,"56.3298_-8.4547","Argentina sphyraena",60
"669",56.5,2002,"56.3758_-6.801","Argentina sphyraena",8
"670",56.5,2002,"56.4815_-7.4962","Argentina sphyraena",10
"671",57,2002,"56.6068_-8.4895","Argentina sphyraena",6
"672",57,2002,"56.6233_-7.3662","Argentina sphyraena",76
"673",57,2002,"56.7627_-6.9368","Argentina sphyraena",60
"674",57,2002,"56.7645_-9.011","Argentina sphyraena",2
"675",57.5,2002,"57.1375_-6.963","Argentina sphyraena",68
"676",57.5,2002,"57.255_-8.4722","Argentina sphyraena",54
"677",58,2002,"57.581_-8.5035","Argentina sphyraena",38
"678",58,2002,"57.685_-9.0833","Argentina sphyraena",170
"679",58,2002,"57.9638_-6.2443","Argentina sphyraena",2
"680",58.5,2002,"58.0122_-5.7797","Argentina sphyraena",2
"681",58.5,2002,"58.0135_-8.8702","Argentina sphyraena",234
"682",58.5,2002,"58.0243_-9.0495","Argentina sphyraena",432
"683",58.5,2002,"58.3185_-5.9992","Argentina sphyraena",18
"684",58.5,2002,"58.395_-5.6378","Argentina sphyraena",12
"685",59,2002,"58.5023_-8.1368","Argentina sphyraena",4
"686",59,2002,"58.6663_-7.2448","Argentina sphyraena",24
"687",59,2002,"58.8138_-6.27","Argentina sphyraena",112
"688",59.5,2002,"59.2303_-4.078","Argentina sphyraena",52
"689",59.5,2002,"59.256_-6.4513","Argentina sphyraena",214
"690",59.5,2002,"59.3442_-5.1403","Argentina sphyraena",502
"695",55.5,2003,"55.1303_-9.3645","Argentina sphyraena",6
"696",55.5,2003,"55.1802_-10.0507","Argentina sphyraena",2
"697",55.5,2003,"55.3837_-8.4417","Argentina sphyraena",4
"698",55.5,2003,"55.4748_-7.606","Argentina sphyraena",2
"699",56,2003,"55.8243_-7.7518","Argentina sphyraena",48
"700",56,2003,"55.8287_-9.0057","Argentina sphyraena",60
"701",56,2003,"55.8345_-8.3253","Argentina sphyraena",74
"702",56.5,2003,"56.203_-9.1093","Argentina sphyraena",20
"703",56.5,2003,"56.353_-8.5073","Argentina sphyraena",28
"704",56.5,2003,"56.4762_-7.494","Argentina sphyraena",24
"705",57,2003,"56.605_-8.5162","Argentina sphyraena",6
"706",57,2003,"56.6263_-7.3635","Argentina sphyraena",24
"707",57,2003,"56.7697_-6.921","Argentina sphyraena",4
"708",57.5,2003,"57.1402_-6.9552","Argentina sphyraena",2
"709",57.5,2003,"57.3035_-8.46","Argentina sphyraena",2
"710",57.5,2003,"57.3102_-9.0625","Argentina sphyraena",12
"711",58,2003,"57.6492_-8.52","Argentina sphyraena",14
"712",58,2003,"57.7208_-9.0867","Argentina sphyraena",454
"713",58.5,2003,"58.0237_-5.7643","Argentina sphyraena",2
"714",58.5,2003,"58.0467_-8.8283","Argentina sphyraena",32
"715",58.5,2003,"58.0477_-9.035","Argentina sphyraena",490
"716",58.5,2003,"58.3927_-5.6727","Argentina sphyraena",20
"717",58.5,2003,"58.4132_-6.0183","Argentina sphyraena",2
"718",59,2003,"58.5317_-8.0178","Argentina sphyraena",2
"719",59,2003,"58.7893_-6.1467","Argentina sphyraena",2
"720",59,2003,"58.8102_-6.2682","Argentina sphyraena",6
"721",59.5,2003,"59.2335_-4.036","Argentina sphyraena",10
"722",59.5,2003,"59.249_-6.4618","Argentina sphyraena",26
"723",59.5,2003,"59.3477_-5.1173","Argentina sphyraena",44
"724",60,2003,"59.6388_-5.1542","Argentina sphyraena",394
"725",60,2003,"59.7305_-4.5505","Argentina sphyraena",12
"729",56,2004,"55.751_-9.0842","Argentina sphyraena",404
"730",56,2004,"55.82_-7.661","Argentina sphyraena",44
"731",56,2004,"55.822_-8.2607","Argentina sphyraena",182
"732",56.5,2004,"56.1942_-9.1053","Argentina sphyraena",190
"733",56.5,2004,"56.3572_-8.5115","Argentina sphyraena",12
"734",56.5,2004,"56.4638_-7.4782","Argentina sphyraena",16
"735",57,2004,"56.6043_-8.5385","Argentina sphyraena",2
"736",57,2004,"56.7472_-6.9747","Argentina sphyraena",2
"737",57,2004,"56.7747_-9.0128","Argentina sphyraena",14
"738",57.5,2004,"57.1112_-6.9585","Argentina sphyraena",4
"739",57.5,2004,"57.2925_-8.4637","Argentina sphyraena",4
"740",58,2004,"57.6448_-8.5145","Argentina sphyraena",6
"741",58,2004,"57.7058_-9.0865","Argentina sphyraena",90
"742",58.5,2004,"58.0257_-8.8493","Argentina sphyraena",78
"743",58.5,2004,"58.0278_-9.0473","Argentina sphyraena",3090
"744",58.5,2004,"58.2358_-7.3307","Argentina sphyraena",2
"745",58.5,2004,"58.3995_-5.5913","Argentina sphyraena",4
"746",59,2004,"58.6722_-7.2222","Argentina sphyraena",2
"747",59,2004,"58.8012_-6.2433","Argentina sphyraena",24
"748",59.5,2004,"59.2467_-6.4873","Argentina sphyraena",88
"749",59.5,2004,"59.346_-5.1577","Argentina sphyraena",8
"750",60,2004,"59.5803_-5.14","Argentina sphyraena",428
"751",55.5,2005,"55.2897_-5.1988","Argentina sphyraena",2
"752",56,2005,"55.7655_-9.0812","Argentina sphyraena",30
"753",56,2005,"55.8305_-8.3362","Argentina sphyraena",66
"754",56,2005,"55.836_-7.7638","Argentina sphyraena",24
"755",56.5,2005,"56.1912_-7.3708","Argentina sphyraena",4
"756",56.5,2005,"56.217_-9.1093","Argentina sphyraena",6
"757",56.5,2005,"56.3122_-8.3867","Argentina sphyraena",22
"758",56.5,2005,"56.3613_-8.5142","Argentina sphyraena",42
"759",56.5,2005,"56.4583_-7.4752","Argentina sphyraena",4
"760",57,2005,"56.5447_-7.3462","Argentina sphyraena",2
"761",57,2005,"56.6035_-8.5225","Argentina sphyraena",6
"762",57,2005,"56.7442_-6.9913","Argentina sphyraena",10
"763",57,2005,"56.7735_-9.011","Argentina sphyraena",2
"764",57.5,2005,"57.267_-8.4683","Argentina sphyraena",8
"765",57.5,2005,"57.3123_-9.0542","Argentina sphyraena",930
"766",58,2005,"57.7198_-9.0833","Argentina sphyraena",50
"767",58,2005,"57.7818_-5.9557","Argentina sphyraena",2
"768",58.5,2005,"58.0137_-5.7767","Argentina sphyraena",2
"769",58.5,2005,"58.02_-8.854","Argentina sphyraena",92
"770",58.5,2005,"58.0343_-9.0412","Argentina sphyraena",276
"771",58.5,2005,"58.0513_-9.0305","Argentina sphyraena",116
"772",58.5,2005,"58.3987_-5.5818","Argentina sphyraena",2
"773",59,2005,"58.5357_-8.0112","Argentina sphyraena",16
"774",59,2005,"58.7807_-6.1755","Argentina sphyraena",24
"775",59.5,2005,"59.219_-4.1373","Argentina sphyraena",10
"776",59.5,2005,"59.2398_-6.5647","Argentina sphyraena",20
"777",59.5,2005,"59.3512_-5.0988","Argentina sphyraena",80
"778",60,2005,"59.5607_-5.1328","Argentina sphyraena",132
"779",60,2005,"59.7718_-4.7927","Argentina sphyraena",48
"780",55.5,2006,"55.4075_-6.7432","Argentina sphyraena",2
"781",56,2006,"55.8275_-8.325","Argentina sphyraena",20
"782",56,2006,"55.8305_-7.7607","Argentina sphyraena",26
"783",56.5,2006,"56.192_-7.3748","Argentina sphyraena",4
"784",56.5,2006,"56.2157_-9.1065","Argentina sphyraena",190
"785",56.5,2006,"56.2897_-8.394","Argentina sphyraena",12
"786",56.5,2006,"56.3552_-8.5087","Argentina sphyraena",20
"787",56.5,2006,"56.4785_-7.4858","Argentina sphyraena",10
"788",57,2006,"56.5607_-7.3217","Argentina sphyraena",26
"789",57,2006,"56.6097_-8.4625","Argentina sphyraena",12
"790",57,2006,"56.6622_-7.4122","Argentina sphyraena",2
"791",57,2006,"56.7472_-9.0027","Argentina sphyraena",4
"792",57,2006,"56.791_-8.5757","Argentina sphyraena",14
"793",57.5,2006,"57.1057_-7.0267","Argentina sphyraena",2
"794",57.5,2006,"57.3222_-8.4737","Argentina sphyraena",98
"795",58,2006,"57.7332_-9.0653","Argentina sphyraena",50
"796",58,2006,"57.7955_-6.0023","Argentina sphyraena",2
"797",58.5,2006,"58.0187_-8.8638","Argentina sphyraena",40
"798",58.5,2006,"58.0622_-9.0228","Argentina sphyraena",222
"799",58.5,2006,"58.3985_-5.6262","Argentina sphyraena",2
"800",59,2006,"58.5858_-5.6297","Argentina sphyraena",4
"801",59,2006,"58.778_-6.2005","Argentina sphyraena",28
"802",59,2006,"58.8268_-5.9775","Argentina sphyraena",12
"803",59,2006,"58.8437_-6.7997","Argentina sphyraena",168
"804",59.5,2006,"59.238_-6.5138","Argentina sphyraena",14
"805",59.5,2006,"59.2625_-6.3772","Argentina sphyraena",212
"806",60,2006,"59.5758_-5.1348","Argentina sphyraena",60
"807",60,2006,"59.7718_-4.793","Argentina sphyraena",16
"808",55.5,2007,"55.1302_-9.385","Argentina sphyraena",9
"809",55.5,2007,"55.2458_-5.1995","Argentina sphyraena",10
"810",55.5,2007,"55.4658_-9.2533","Argentina sphyraena",22
"811",56,2007,"55.8297_-8.3318","Argentina sphyraena",186
"812",56,2007,"55.8323_-7.7613","Argentina sphyraena",58
"813",56,2007,"55.9892_-7.2507","Argentina sphyraena",30
"814",56.5,2007,"56.1947_-7.351","Argentina sphyraena",14
"815",56.5,2007,"56.3255_-8.4468","Argentina sphyraena",8
"816",56.5,2007,"56.4742_-7.4888","Argentina sphyraena",12
"817",57,2007,"56.5518_-7.3322","Argentina sphyraena",2
"818",57,2007,"56.6145_-8.436","Argentina sphyraena",4
"819",57,2007,"56.8013_-8.5715","Argentina sphyraena",4
"820",57.5,2007,"57.3137_-9.0397","Argentina sphyraena",78
"821",57.5,2007,"57.3287_-8.4682","Argentina sphyraena",8
"822",58,2007,"57.6205_-8.5065","Argentina sphyraena",4
"823",58,2007,"57.6763_-9.0952","Argentina sphyraena",96
"824",58.5,2007,"58.062_-9.0203","Argentina sphyraena",110
"825",58.5,2007,"58.0678_-8.833","Argentina sphyraena",16
"826",58.5,2007,"58.2767_-8.479","Argentina sphyraena",40
"827",58.5,2007,"58.2993_-9.1148","Argentina sphyraena",6
"828",58.5,2007,"58.3975_-5.6257","Argentina sphyraena",2
"829",58.5,2007,"58.4707_-7.481","Argentina sphyraena",4
"830",59,2007,"58.7055_-7.1815","Argentina sphyraena",6
"831",59,2007,"58.7718_-6.1387","Argentina sphyraena",36
"832",59,2007,"58.8463_-6.7903","Argentina sphyraena",96
"833",59.5,2007,"59.209_-4.815","Argentina sphyraena",14
"834",59.5,2007,"59.2312_-4.0453","Argentina sphyraena",24
"835",59.5,2007,"59.2407_-6.4978","Argentina sphyraena",4
"836",59.5,2007,"59.2643_-6.357","Argentina sphyraena",26
"837",59.5,2007,"59.3488_-5.174","Argentina sphyraena",22
"838",59.5,2007,"59.364_-5.3123","Argentina sphyraena",2
"839",60,2007,"59.5643_-5.132","Argentina sphyraena",984
"840",55.5,2008,"55.1415_-9.3908","Argentina sphyraena",6
"841",55.5,2008,"55.3825_-8.4338","Argentina sphyraena",6
"842",55.5,2008,"55.4558_-4.8193","Argentina sphyraena",2
"843",56,2008,"55.741_-9.0872","Argentina sphyraena",582
"844",56,2008,"55.818_-7.7032","Argentina sphyraena",116
"845",56,2008,"55.8307_-8.3612","Argentina sphyraena",102
"846",56,2008,"55.9897_-7.2462","Argentina sphyraena",14
"847",56.5,2008,"56.1938_-9.1005","Argentina sphyraena",392
"848",56.5,2008,"56.3417_-8.4955","Argentina sphyraena",26
"849",56.5,2008,"56.4087_-6.7317","Argentina sphyraena",18
"850",57,2008,"56.6048_-8.521","Argentina sphyraena",12
"851",57,2008,"56.6115_-7.383","Argentina sphyraena",6
"852",57,2008,"56.7535_-6.9592","Argentina sphyraena",14
"853",57,2008,"56.76_-8.5933","Argentina sphyraena",6
"854",57.5,2008,"57.1278_-6.653","Argentina sphyraena",4
"855",57.5,2008,"57.1345_-6.9662","Argentina sphyraena",6
"856",57.5,2008,"57.3127_-9.066","Argentina sphyraena",20
"857",58,2008,"57.5935_-8.5003","Argentina sphyraena",68
"858",58,2008,"57.6615_-9.0997","Argentina sphyraena",76
"859",58,2008,"57.957_-8.7277","Argentina sphyraena",18
"860",58.5,2008,"58.0137_-9.065","Argentina sphyraena",756
"861",58.5,2008,"58.0347_-8.8435","Argentina sphyraena",440
"862",58.5,2008,"58.062_-5.752","Argentina sphyraena",2
"863",58.5,2008,"58.2817_-8.472","Argentina sphyraena",226
"864",58.5,2008,"58.4002_-7.878","Argentina sphyraena",14
"865",58.5,2008,"58.4055_-5.5633","Argentina sphyraena",2
"866",59,2008,"58.8355_-6.8267","Argentina sphyraena",912
"867",59.5,2008,"59.1922_-4.7913","Argentina sphyraena",4
"868",59.5,2008,"59.2328_-4.0465","Argentina sphyraena",112
"869",59.5,2008,"59.2442_-6.4753","Argentina sphyraena",8
"870",59.5,2008,"59.348_-5.1307","Argentina sphyraena",52
"871",60,2008,"59.5567_-5.1285","Argentina sphyraena",42
"872",55.5,2009,"55.1133_-9.3663","Argentina sphyraena",12
"873",55.5,2009,"55.3623_-8.454","Argentina sphyraena",2
"874",56,2009,"55.6757_-5.0853","Argentina sphyraena",2
"875",56,2009,"55.8165_-8.2198","Argentina sphyraena",204
"876",56,2009,"55.9997_-7.31","Argentina sphyraena",6
"877",56.5,2009,"56.2117_-7.2213","Argentina sphyraena",6
"878",56.5,2009,"56.432_-6.715","Argentina sphyraena",4
"879",57,2009,"56.5755_-7.3068","Argentina sphyraena",2
"880",57,2009,"56.6115_-8.4592","Argentina sphyraena",4
"881",57,2009,"56.6298_-7.339","Argentina sphyraena",2
